id,original,simplified
1870,"Las reglas han demostrado su valía, sobre todo la regla principal, por la cual los bancos deben mantener un volumen de capital que, por lo mínimo, sea el 8% del valor total de sus activos, ponderado por su nivel de riesgo.","Las reglas han demostrado su valía, sobre todo la regla principal por la que los bancos deben mantener un volumen de capital que por lo mínimo sea el ocho porciento del valor total de sus activos, ponderado por su nivel de riesgo."
1871,"Después de Basilea I, viene Basilea I que labora en consulta desde 1999, presentándose el documento final en Junio de 2004, el cual trajo también importantes acuerdos y normativas.","Después viene Basilea I que labora en consulta desde mil novecientos noventa y nueve, y presenta el documento final en Junio de dos mil cuatro que incluye también importantes acuerdos y normativas."
1872,"Los resultados de Basilea ha traído grandes ventajas para el sistema ﬁnanciero, nacional e internacional, aunque obviamente también algunas restricciones que obstaculizan el crecimiento del mercado ﬁnanciero, una de ellas por ejemplo, son los controles sobre los tipos de interés que pueden reducir el ﬂujo de ahorros al sector ﬁnanciero y en consecuencia disminuir el volumen de recursos disponibles para préstamos e inversiones.","Los resultados de Basilea ha traído grandes ventajas para el sistema ﬁnanciero nacional e internacional, aunque también algunas restricciones que obstaculizan el crecimiento del mercado ﬁnanciero. / Una de ellas son los controles sobre los tipos de interés que pueden reducir el ﬂujo de ahorros al sector ﬁnanciero y en consecuencia disminuir el volumen de recursos disponibles para préstamos e inversiones."
1873,"Basilea sigue siendo pues el referente fundamental para buscar, de alguna manera, la seguridad y credibilidad frente a las inversiones y los demás diversos servicios ﬁnancieros que ofrecen los países a través de sus sistemas ﬁnancieros, dados los problemas que allí se analizan y discuten por experiencias compartidas y otras investigaciones y la normatividad en el campo de la regulación y supervisión que de allí se deriva.","Basilea es el referente fundamental para buscar, la seguridad y credibilidad frente a las inversiones y los demás diversos servicios ﬁnancieros que ofrecen los países a través de sus sistemas ﬁnancieros. / Debido a los problemas que se analizan y discuten por experiencias compartidas y otras investigaciones, y la normatividad en el campo de la regulación y supervisión que de allí se deriva."
1874,"Ante todo el panorama anterior, lo que debe buscarse son las regulaciones prudenciales que son importantes para asegurar un mercado y sistemas ﬁnancieros estables que mantengan el ﬂujo, también estable, de recursos hacia sectores eﬁcientes y promisorios de la economía, asunto que es más fácil decirlo o predicarlo, porque regular y supervisar el mercado ﬁnanciero es bastante complejo por los cambios e incertidumbre que frecuentemente acompaña al mismo, además de otra diversidad de razones, entre ellas, diferencias de tamaño, complejidad y tecnología disponible, así como diferencias de antecedentes políticos, culturales e históricos que hacen que las instituciones ﬁnancieras sean diferentes entre los países.","Ante el panorama anterior lo que debe buscarse son las regulaciones prudenciales para asegurar un mercado y sistemas ﬁnancieros estables que mantengan el ﬂujo estable de recursos hacia sectores eﬁcientes y promisorios de la economía, asunto que es más fácil decirlo porque supervisar el mercado ﬁnanciero es bastante complejo por los cambios e incertidumbre que frecuentemente presenta. / Además de otras razones, entre ellas diferencias de tamaño, complejidad y tecnología disponible, antecedentes políticos, culturales e históricos que hacen que las instituciones ﬁnancieras sean diferentes entre los países."
1875,"Las funciones ﬁnancieras, como ya se señaló al comienzo, en esté capítulo, son más estables, no obstante, que las instituciones ﬁnancieras, es decir, cambian menos con el tiempo y varían menos entre países.","Las funciones ﬁnancieras son más estables, no obstante las instituciones ﬁnancieras cambian menos con el tiempo y varían menos entre países."
1876,"De todas maneras los especialistas señalan que en el fondo de las diferentes crisis a que están expuestos los sistemas ﬁnancieros y entre ellos sus instituciones principales como son los bancos, se debe a un mal diseño de la regulación y/o falta de credibilidad de las políticas económicas, aunque si bien una regulación y una supervisión adecuadas no reducen la probabilidad de una crisis originada por problemas macroeconómicas, si reducen las crisis surgidas por problemas endógenos al sistema ﬁnanciero.",De todas maneras los especialistas señalan que las diferentes crisis a que están expuestos los sistemas ﬁnancieros se debe a un mal diseño de la regulación o falta de credibilidad de las políticas económicas. / Aunque una supervisión adecuada no reduce la probabilidad de una crisis originada por problemas macroeconómicos sí reducen las crisis surgidas por problemas endógenos al sistema ﬁnanciero.
1877,"La falta de una supervisión eﬁciente y una pobre regulación, señalan también, ha sido el detonador de gran parte de las crisis “gemelas” (bancarias y de balanzas de pagos) de los últimos 30 años.",La falta de una supervisión eﬁciente y una pobre regulación ha sido el detonador de gran parte de las crisis gemelas de tipo bancarias y de balanzas de pagos de los últimos 30 años.
1878,"Se desarrolla una conceptualización del sistema ﬁnanciero, teniendo en cuenta un enfoque funcional, para conocer las principales características y apoyo que será necesario establecer para conocer, en mayor medida, las características ﬁnancieras para contribuir, de manera adecuada, en el logro de la libertad ﬁnanciera.",Se desarrolla una conceptualización del sistema ﬁnanciero con un enfoque funcional para conocer las principales características ﬁnancieras para contribuir en el logro de la libertad ﬁnanciera.
1879,"Como parte de la educación ﬁnanciera, el conocimiento del sistema ﬁnanciero del país, resulta imprescindible, teniendo en cuenta que el objetivo principal es lograr la libertad ﬁnanciera la cual, se facilita cuando se tiene la información suﬁciente para la toma de decisiones relacionadas con las mejores opciones de inversión y otros servicios, que se desean y se requiere realizar.","Como parte de la educación ﬁnanciera, el conocimiento del sistema ﬁnanciero del país resulta imprescindible si se tiene en cuenta que el objetivo principal es lograr la libertad ﬁnanciera. / Esta se facilita cuando se tiene la información suﬁciente para la toma de decisiones relacionadas con las mejores opciones de inversión y otros servicios que se desean y se requiere realizar."
1880,"En las diversas deﬁniciones sobre el sistema ﬁnanciero se identiﬁcan claramente los tres elementos principales: las instituciones ﬁnancieras o intermediarias, los activos o instrumentos ﬁnancieros y los mercados ﬁnancieros, donde interactúan; asimismo, las regulaciones que permiten el funcionamiento adecuado.","En las diversas deﬁniciones sobre el sistema ﬁnanciero se identiﬁcan los tres elementos principales: las instituciones ﬁnancieras o intermediarias, los activos o instrumentos ﬁnancieros y los mercados ﬁnancieros. Asimismo, las regulaciones que permiten el funcionamiento adecuado."
1881,"El Mercado Financiero, tiene como objetivo regular los mercados de valores, que permiten la realización de las diversas operaciones con relación con los valores, las personas físicas o jurídicas que intervienen directa o indirectamente en dichas operaciones, los actos o contratos relacionados con tales mercados y los valores negociados en ellos.","El Mercado Financiero tiene como objetivo regular los mercados de valores que permiten la realización de las diversas operaciones con relación con los valores, las personas físicas o jurídicas que intervienen directa o indirectamente en dichas operaciones, los actos o contratos relacionados con tales mercados y los valores negociados en ellos."
1882,"Si bien es cierto que la ciencia y la tecnología han avanzado para poder controlar las inseguridades de los sistemas humanos, políticos y económicos, entre otros, así mismo, y esto es dialéctico y a la vez paradójico, dichos sistemas han traído también consigo su vulnerabilidad, la cual está sujeta a la impredecible inteligencia humana que en muchos casos utiliza ésta para la maldad y así es como, pese a que los bancos y otras empresas se preocupan por el bienestar y la comodidad de sus clientes, algunas personas están atentas para ver cómo sacan provecho de esto para cometer fraude.","Si bien es cierto que la ciencia y la tecnología han avanzado para poder controlar las inseguridades de los sistemas humanos, políticos y económicos, así mismo esto es dialéctico y a la vez paradójico. / Dichos sistemas han traído también consigo su vulnerabilidad, y así es como pese a que los bancos y otras empresas se preocupan por el bienestar y la comodidad de sus clientes, algunas personas están atentas para ver cómo sacan provecho y cometer fraude."
